person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
42,114514,MORTGAGE,13.0,HOMEIMPROVEMENT,28600.0,6.88,0,0.25,N,24
41,32119,RENT,1.0,DEBTCONSOLIDATION,3800.0,10.71,1,0.12,N,20
33,39889,RENT,1.0,HOMEIMPROVEMENT,5700.0,15.82,1,0.14,N,13
37,26116,RENT,1.0,DEBTCONSOLIDATION,2300.0,9.01,0,0.09,N,19
46,23185,RENT,0.0,EDUCATION,3700.0,,0,0.16,N,26
40,47947,MORTGAGE,2.0,DEBTCONSOLIDATION,4000.0,11.69,0,0.08,N,21
44,56066,OWN,7.0,MEDICAL,5400.0,12.17,0,0.1,N,25
53,63113,RENT,6.0,PERSONAL,8400.0,8.8,0,0.13,N,30
47,34591,RENT,11.0,VENTURE,6600.0,11.7,0,0.19,N,25
40,39874,MORTGAGE,2.0,PERSONAL,8100.0,12.92,0,0.2,N,19
37,74860,RENT,4.0,PERSONAL,8000.0,11.5,0,0.11,N,19
28,23618,RENT,7.0,VENTURE,4900.0,10.7,0,0.21,N,9
39,49332,MORTGAGE,11.0,PERSONAL,5600.0,9.39,0,0.11,N,19
38,94181,RENT,10.0,VENTURE,19900.0,15.94,1,0.21,N,20
42,42925,RENT,3.0,EDUCATION,13400.0,12.16,1,0.31,Y,24
39,39712,RENT,11.0,PERSONAL,8500.0,8.3,0,0.21,N,19
38,91255,MORTGAGE,2.0,VENTURE,18800.0,11.29,1,0.21,Y,17
31,24176,RENT,11.0,PERSONAL,3900.0,14.79,0,0.16,N,10
34,32794,RENT,7.0,EDUCATION,9000.0,9.82,0,0.27,N,12
43,33430,RENT,1.0,VENTURE,5800.0,8.59,0,0.17,N,21
53,69363,RENT,13.0,DEBTCONSOLIDATION,5900.0,10.76,0,0.09,N,30
39,21982,RENT,1.0,MEDICAL,2600.0,,0,0.12,N,17
42,90836,MORTGAGE,11.0,VENTURE,26000.0,8.9,1,0.29,N,21
46,48373,MORTGAGE,4.0,EDUCATION,9800.0,9.49,0,0.2,N,28
35,82694,MORTGAGE,5.0,VENTURE,14400.0,10.71,0,0.17,Y,15
42,91164,MORTGAGE,0.0,VENTURE,16700.0,12.23,0,0.18,Y,21
35,33097,RENT,0.0,DEBTCONSOLIDATION,4700.0,5.58,1,0.14,Y,14
45,49472,MORTGAGE,17.0,EDUCATION,6500.0,9.24,0,0.13,N,23
40,43738,MORTGAGE,2.0,DEBTCONSOLIDATION,4700.0,9.2,0,0.11,N,19
41,47443,RENT,9.0,PERSONAL,13000.0,9.79,0,0.27,N,23
35,36872,OWN,6.0,VENTURE,3800.0,11.87,0,0.1,N,17
44,85569,MORTGAGE,4.0,DEBTCONSOLIDATION,20300.0,14.51,0,0.24,N,26
56,44666,MORTGAGE,5.0,EDUCATION,10400.0,10.51,0,0.23,N,30
34,41479,RENT,0.0,MEDICAL,8800.0,11.78,0,0.21,N,15
38,85972,MORTGAGE,2.0,DEBTCONSOLIDATION,16300.0,7.88,0,0.19,N,20
41,74465,MORTGAGE,4.0,DEBTCONSOLIDATION,9800.0,8.69,0,0.13,N,22
45,56600,RENT,10.0,HOMEIMPROVEMENT,4700.0,13.99,0,0.08,N,24
36,40288,MORTGAGE,6.0,EDUCATION,3500.0,11.05,1,0.09,N,16
27,101957,MORTGAGE,,PERSONAL,26200.0,9.72,0,0.26,N,5
49,28899,RENT,20.0,VENTURE,3200.0,9.65,1,0.11,N,30
45,83800,MORTGAGE,5.0,HOMEIMPROVEMENT,6400.0,13.12,0,0.08,N,23
31,67052,RENT,3.0,EDUCATION,11600.0,10.82,0,0.17,N,12
36,26025,RENT,7.0,DEBTCONSOLIDATION,4700.0,9.64,0,0.18,N,14
51,50866,RENT,4.0,MEDICAL,6700.0,8.44,1,0.13,Y,30
50,25327,OWN,6.0,MEDICAL,2000.0,9.65,0,0.08,Y,28
46,41194,MORTGAGE,4.0,EDUCATION,3900.0,12.71,0,0.09,N,27
38,56392,MORTGAGE,0.0,EDUCATION,8100.0,6.46,0,0.14,N,16
40,29521,RENT,3.0,MEDICAL,4600.0,13.46,0,0.16,N,19
39,15155,OTHER,1.0,EDUCATION,2700.0,,0,0.18,N,17
48,45987,MORTGAGE,4.0,HOMEIMPROVEMENT,8000.0,10.85,0,0.17,N,28
35,54572,MORTGAGE,0.0,HOMEIMPROVEMENT,7200.0,6.96,0,0.13,N,16
35,40600,RENT,1.0,HOMEIMPROVEMENT,6800.0,8.92,1,0.17,N,16
47,48645,MORTGAGE,8.0,EDUCATION,10800.0,9.63,1,0.22,N,26
39,44810,MORTGAGE,2.0,MEDICAL,10800.0,9.12,0,0.24,Y,20
50,29471,RENT,5.0,EDUCATION,2700.0,6.88,0,0.09,N,30
36,129775,MORTGAGE,3.0,VENTURE,14600.0,6.79,0,0.11,N,16
39,57440,RENT,2.0,DEBTCONSOLIDATION,7100.0,7.28,0,0.12,N,20
34,39620,RENT,3.0,VENTURE,5300.0,12.2,0,0.13,N,14
40,32455,RENT,8.0,DEBTCONSOLIDATION,2600.0,11.59,0,0.08,N,20
32,40184,MORTGAGE,1.0,DEBTCONSOLIDATION,8600.0,9.23,0,0.21,N,11
37,40844,MORTGAGE,2.0,MEDICAL,6400.0,12.94,0,0.16,N,19
32,49965,RENT,1.0,EDUCATION,6400.0,12.67,0,0.13,N,10
133,86951,MORTGAGE,2.0,HOMEIMPROVEMENT,14500.0,12.04,1,0.17,N,10
44,32785,RENT,10.0,PERSONAL,2900.0,6.8,0,0.09,N,22
31,53576,RENT,7.0,MEDICAL,3600.0,9.99,0,0.07,N,10
49,73117,OWN,2.0,MEDICAL,14800.0,6.02,1,0.2,N,30
61,34999,RENT,0.0,EDUCATION,6100.0,8.87,1,0.17,N,30
40,34899,RENT,2.0,DEBTCONSOLIDATION,5400.0,6.66,0,0.15,N,20
36,23051,RENT,7.0,MEDICAL,2100.0,5.0,0,0.09,N,18
65,113619,MORTGAGE,0.0,EDUCATION,15900.0,13.38,0,0.14,N,30
33,63194,RENT,6.0,HOMEIMPROVEMENT,10100.0,14.03,0,0.16,N,11
40,36857,MORTGAGE,5.0,VENTURE,6400.0,8.34,0,0.17,N,19
41,36068,OWN,,HOMEIMPROVEMENT,5400.0,8.01,1,0.15,N,20
49,29270,RENT,5.0,DEBTCONSOLIDATION,3100.0,7.01,0,0.11,N,30
42,53027,OWN,1.0,VENTURE,13300.0,9.28,0,0.25,N,20
37,41313,MORTGAGE,0.0,EDUCATION,6400.0,9.28,0,0.15,N,17
34,30987,RENT,2.0,MEDICAL,2600.0,14.83,1,0.08,N,12
38,33327,RENT,1.0,EDUCATION,4500.0,17.41,0,0.14,N,18
34,70464,RENT,8.0,EDUCATION,12000.0,15.48,0,0.17,N,15
40,40509,MORTGAGE,6.0,HOMEIMPROVEMENT,7700.0,11.98,0,0.19,N,21
36,26528,MORTGAGE,19.0,DEBTCONSOLIDATION,4100.0,,0,0.15,Y,18
32,50632,OWN,3.0,PERSONAL,8800.0,8.36,0,0.17,N,11
49,34783,RENT,0.0,HOMEIMPROVEMENT,3300.0,11.87,0,0.09,N,28
37,67713,RENT,2.0,HOMEIMPROVEMENT,9500.0,13.7,0,0.14,N,19
33,104138,OWN,9.0,EDUCATION,12400.0,10.17,0,0.12,N,12
39,18607,MORTGAGE,2.0,EDUCATION,1300.0,11.53,0,0.07,N,19
40,34425,MORTGAGE,3.0,PERSONAL,5400.0,10.41,0,0.16,N,19
31,52536,MORTGAGE,2.0,EDUCATION,4700.0,8.14,0,0.09,N,13
42,47182,MORTGAGE,1.0,HOMEIMPROVEMENT,3100.0,8.68,0,0.07,N,23
34,91668,MORTGAGE,0.0,PERSONAL,17300.0,13.12,0,0.19,N,16
53,48550,MORTGAGE,0.0,EDUCATION,4700.0,6.96,0,0.1,N,30
43,54294,RENT,2.0,PERSONAL,6400.0,12.95,0,0.12,N,22
37,60804,MORTGAGE,1.0,PERSONAL,5000.0,12.7,0,0.08,N,18
35,34877,RENT,4.0,MEDICAL,5000.0,12.72,1,0.14,Y,14
39,63424,OWN,4.0,HOMEIMPROVEMENT,13900.0,,1,0.22,N,19
44,60041,OWN,4.0,MEDICAL,13700.0,9.55,0,0.23,N,22
39,51617,RENT,0.0,MEDICAL,4600.0,10.48,1,0.09,N,19
38,18791,MORTGAGE,5.0,PERSONAL,2000.0,13.33,1,0.11,N,18
40,33507,OWN,2.0,HOMEIMPROVEMENT,5200.0,,0,0.16,N,21
36,53791,RENT,10.0,MEDICAL,12500.0,16.43,0,0.23,N,15
38,46744,MORTGAGE,3.0,EDUCATION,9600.0,,0,0.21,N,19
30,71289,MORTGAGE,0.0,EDUCATION,15200.0,10.9,1,0.21,Y,9
46,71574,RENT,0.0,MEDICAL,13000.0,9.57,0,0.18,N,27
41,58238,MORTGAGE,6.0,DEBTCONSOLIDATION,5900.0,14.46,0,0.1,Y,23
35,71580,MORTGAGE,2.0,DEBTCONSOLIDATION,10700.0,9.08,0,0.15,N,15
54,62947,RENT,1.0,PERSONAL,4000.0,11.15,0,0.06,N,30
40,37679,MORTGAGE,,PERSONAL,3900.0,9.93,0,0.1,N,18
34,48878,RENT,0.0,PERSONAL,5200.0,12.89,1,0.11,Y,16
45,28299,RENT,2.0,HOMEIMPROVEMENT,5500.0,10.4,0,0.19,N,27
42,103435,RENT,1.0,MEDICAL,14300.0,12.49,0,0.14,N,20
42,26180,RENT,8.0,VENTURE,7000.0,10.49,1,0.27,N,23
37,17291,OWN,0.0,PERSONAL,2000.0,5.58,0,0.12,N,18
42,141539,MORTGAGE,7.0,VENTURE,14700.0,10.77,1,0.1,N,23
38,46797,MORTGAGE,,HOMEIMPROVEMENT,3700.0,8.76,1,0.08,N,19
43,76679,RENT,0.0,DEBTCONSOLIDATION,10100.0,11.69,1,0.13,Y,22
30,70719,MORTGAGE,14.0,PERSONAL,7700.0,8.78,0,0.11,N,12
37,82677,MORTGAGE,6.0,EDUCATION,10900.0,9.91,0,0.13,N,15
53,65878,MORTGAGE,1.0,PERSONAL,4000.0,10.38,0,0.06,N,30
35,66085,RENT,4.0,PERSONAL,16200.0,14.45,1,0.25,Y,14
36,15214,RENT,11.0,MEDICAL,1900.0,16.13,0,0.12,N,14
37,30278,MORTGAGE,13.0,MEDICAL,2600.0,7.03,0,0.09,N,19
33,13175,RENT,6.0,PERSONAL,2000.0,8.05,0,0.15,N,14
29,32534,RENT,6.0,PERSONAL,3200.0,10.99,0,0.1,N,8
38,37552,RENT,1.0,DEBTCONSOLIDATION,8800.0,13.79,0,0.23,N,19
40,46245,RENT,22.0,HOMEIMPROVEMENT,8700.0,11.87,0,0.19,N,20
39,30520,RENT,1.0,EDUCATION,3400.0,,0,0.11,N,21
39,41101,MORTGAGE,0.0,MEDICAL,9600.0,10.94,1,0.23,Y,20
40,37837,OWN,18.0,EDUCATION,7100.0,8.27,0,0.19,N,19
47,58262,RENT,0.0,HOMEIMPROVEMENT,6200.0,7.71,0,0.11,N,29
38,71651,MORTGAGE,3.0,MEDICAL,7200.0,11.93,0,0.1,N,20
36,54563,MORTGAGE,3.0,EDUCATION,5800.0,,0,0.11,N,17
38,67182,RENT,9.0,EDUCATION,8600.0,14.19,1,0.13,Y,18
43,53929,RENT,2.0,EDUCATION,5100.0,16.19,1,0.09,N,25
50,88743,MORTGAGE,3.0,MEDICAL,11500.0,10.56,0,0.13,N,30
36,124502,MORTGAGE,0.0,HOMEIMPROVEMENT,25900.0,10.88,0,0.21,N,14
40,14427,RENT,1.0,MEDICAL,1300.0,12.53,1,0.09,N,19
42,86388,MORTGAGE,8.0,MEDICAL,10600.0,11.77,0,0.12,N,23
34,25725,OWN,3.0,DEBTCONSOLIDATION,4600.0,8.54,0,0.18,N,14
40,53793,RENT,1.0,VENTURE,3400.0,14.05,1,0.06,Y,21
32,55864,RENT,2.0,VENTURE,19900.0,10.74,1,0.36,N,10
31,66451,OWN,1.0,EDUCATION,5400.0,11.0,0,0.08,N,13
42,47788,RENT,4.0,EDUCATION,6200.0,8.39,0,0.13,N,24
37,48901,MORTGAGE,0.0,HOMEIMPROVEMENT,9500.0,,0,0.19,N,15
41,58203,MORTGAGE,1.0,MEDICAL,9300.0,5.44,0,0.16,N,22
39,41230,RENT,,EDUCATION,6200.0,10.19,0,0.15,Y,21
34,18964,RENT,13.0,VENTURE,3900.0,12.18,0,0.21,N,16
39,48978,MORTGAGE,4.0,EDUCATION,4400.0,9.26,0,0.09,Y,19
33,33711,RENT,3.0,PERSONAL,9300.0,13.9,0,0.28,N,11
50,32301,MORTGAGE,1.0,EDUCATION,6100.0,10.48,0,0.19,N,29
32,30768,RENT,4.0,EDUCATION,3000.0,10.34,0,0.1,N,14
38,18295,RENT,13.0,VENTURE,2800.0,11.19,0,0.15,N,18
34,40141,RENT,4.0,PERSONAL,6600.0,13.9,1,0.16,N,13
43,49040,MORTGAGE,0.0,HOMEIMPROVEMENT,10100.0,6.62,0,0.21,Y,22
38,71970,MORTGAGE,22.0,EDUCATION,18700.0,14.13,0,0.26,N,20
37,36484,MORTGAGE,3.0,MEDICAL,4300.0,5.0,0,0.12,N,16
45,107878,RENT,1.0,MEDICAL,8500.0,14.08,0,0.08,N,24
40,65636,MORTGAGE,3.0,HOMEIMPROVEMENT,10000.0,10.51,1,0.15,N,21
43,27986,MORTGAGE,1.0,MEDICAL,2200.0,11.24,0,0.08,Y,25
34,38402,MORTGAGE,0.0,PERSONAL,8000.0,,0,0.21,N,16
32,134695,RENT,11.0,VENTURE,16900.0,11.11,1,0.13,N,13
40,71681,OWN,2.0,PERSONAL,7800.0,9.74,0,0.11,N,18
38,37668,RENT,6.0,MEDICAL,5600.0,17.32,1,0.15,N,16
44,76598,MORTGAGE,17.0,MEDICAL,7400.0,8.72,0,0.1,Y,24
39,26092,OWN,5.0,EDUCATION,4000.0,11.69,0,0.15,N,21
41,37185,MORTGAGE,5.0,EDUCATION,7900.0,,0,0.21,N,20
31,15291,RENT,14.0,EDUCATION,1900.0,7.94,0,0.12,N,13
54,66294,MORTGAGE,3.0,DEBTCONSOLIDATION,5700.0,15.07,0,0.09,N,30
39,27370,RENT,1.0,DEBTCONSOLIDATION,2000.0,12.12,0,0.07,N,21
44,47085,RENT,12.0,MEDICAL,5900.0,14.89,0,0.13,N,22
35,22624,RENT,,EDUCATION,1600.0,9.42,1,0.07,N,15
41,54188,RENT,1.0,MEDICAL,4000.0,8.34,0,0.07,N,19
33,47236,MORTGAGE,2.0,HOMEIMPROVEMENT,4200.0,7.44,0,0.09,N,12
42,23461,RENT,7.0,DEBTCONSOLIDATION,3500.0,11.02,0,0.15,N,22
37,38612,MORTGAGE,11.0,VENTURE,5000.0,5.49,0,0.13,N,19
40,52397,RENT,3.0,VENTURE,7800.0,11.07,0,0.15,N,18
44,61242,MORTGAGE,1.0,VENTURE,7600.0,5.35,0,0.12,N,23
33,108191,OWN,2.0,EDUCATION,35000.0,8.46,0,0.32,N,12
36,90124,MORTGAGE,5.0,EDUCATION,7500.0,7.44,0,0.08,N,14
43,34630,RENT,0.0,PERSONAL,4700.0,11.51,0,0.14,N,21
56,34419,OWN,3.0,HOMEIMPROVEMENT,3400.0,12.97,0,0.1,N,30
39,23973,RENT,4.0,HOMEIMPROVEMENT,2500.0,13.62,0,0.1,N,21
43,29588,RENT,6.0,DEBTCONSOLIDATION,3000.0,13.18,1,0.1,Y,21
39,75363,RENT,4.0,HOMEIMPROVEMENT,13000.0,,1,0.17,N,18
55,22147,RENT,0.0,MEDICAL,1700.0,11.68,1,0.08,N,30
31,45367,MORTGAGE,5.0,EDUCATION,4400.0,7.55,0,0.1,N,13
40,42160,RENT,0.0,VENTURE,4300.0,13.46,0,0.1,N,20
31,33560,OWN,2.0,MEDICAL,3300.0,11.01,1,0.1,N,11
28,25561,RENT,2.0,HOMEIMPROVEMENT,3600.0,7.06,0,0.14,N,9
41,19012,RENT,0.0,EDUCATION,2400.0,,0,0.13,N,19
40,25677,RENT,0.0,DEBTCONSOLIDATION,3200.0,8.22,0,0.12,N,22
38,47026,MORTGAGE,0.0,DEBTCONSOLIDATION,5800.0,8.95,0,0.12,N,19
39,66094,RENT,2.0,EDUCATION,7700.0,9.04,1,0.12,N,17
68,109751,MORTGAGE,1.0,VENTURE,35000.0,16.99,1,0.32,Y,30
38,57945,MORTGAGE,0.0,DEBTCONSOLIDATION,5000.0,11.19,0,0.09,N,17
43,65933,MORTGAGE,,EDUCATION,11500.0,12.02,0,0.17,N,23
36,109547,RENT,3.0,PERSONAL,21600.0,9.91,0,0.2,N,14
41,58056,RENT,6.0,HOMEIMPROVEMENT,7900.0,10.89,0,0.14,N,19
38,80141,MORTGAGE,2.0,MEDICAL,6100.0,14.0,0,0.08,N,20
37,40546,MORTGAGE,4.0,EDUCATION,3000.0,11.13,0,0.07,N,18
54,70307,RENT,4.0,PERSONAL,6800.0,16.77,0,0.1,N,30
48,54448,RENT,11.0,PERSONAL,7600.0,11.84,0,0.14,N,29
40,43437,RENT,0.0,PERSONAL,4000.0,10.44,0,0.09,N,20
29,106255,MORTGAGE,3.0,EDUCATION,10100.0,12.28,1,0.1,N,7
37,26862,RENT,4.0,PERSONAL,4400.0,17.07,0,0.16,N,19
63,31890,RENT,3.0,VENTURE,5900.0,11.58,0,0.19,N,30
38,88327,RENT,2.0,VENTURE,6300.0,10.75,0,0.07,N,19
47,79664,RENT,18.0,HOMEIMPROVEMENT,16000.0,18.25,1,0.2,Y,26
50,49333,MORTGAGE,14.0,VENTURE,6300.0,11.58,0,0.13,N,30
41,58096,MORTGAGE,4.0,MEDICAL,7600.0,,0,0.13,N,22
35,63493,RENT,,VENTURE,5100.0,9.32,0,0.08,N,15
28,58836,RENT,7.0,DEBTCONSOLIDATION,9400.0,6.15,0,0.16,N,8
44,55303,MORTGAGE,3.0,MEDICAL,4700.0,5.0,0,0.08,N,26
35,32201,RENT,19.0,VENTURE,6800.0,16.42,0,0.21,N,14
128,91046,RENT,5.0,MEDICAL,6000.0,11.95,0,0.07,N,10
33,44266,MORTGAGE,0.0,PERSONAL,7900.0,14.91,1,0.18,Y,12
38,29873,RENT,2.0,MEDICAL,3400.0,11.35,1,0.11,N,17
40,52420,MORTGAGE,6.0,PERSONAL,7300.0,9.55,1,0.14,N,18
41,58198,MORTGAGE,9.0,EDUCATION,15000.0,12.04,0,0.26,N,21
34,59735,OWN,8.0,MEDICAL,11900.0,10.79,0,0.2,N,14
48,79729,MORTGAGE,18.0,MEDICAL,19700.0,9.85,0,0.25,N,27
36,40542,RENT,3.0,HOMEIMPROVEMENT,7700.0,13.6,1,0.19,N,14
31,47450,MORTGAGE,0.0,EDUCATION,12500.0,10.95,1,0.26,N,10
39,32145,RENT,5.0,MEDICAL,8200.0,14.5,0,0.26,N,17
40,55097,RENT,0.0,VENTURE,4300.0,14.62,1,0.08,N,18
41,31910,RENT,18.0,EDUCATION,4000.0,10.53,0,0.13,N,19
49,36499,RENT,7.0,EDUCATION,2200.0,14.13,1,0.06,N,28
38,80156,MORTGAGE,20.0,PERSONAL,7800.0,9.3,0,0.1,N,20
39,52483,RENT,2.0,PERSONAL,10900.0,12.94,0,0.21,Y,19
34,99936,MORTGAGE,0.0,EDUCATION,20700.0,9.97,0,0.21,N,16
45,88288,OWN,3.0,EDUCATION,5500.0,5.14,0,0.06,N,27
41,54605,RENT,0.0,MEDICAL,10700.0,12.71,1,0.2,N,19
37,58504,RENT,5.0,DEBTCONSOLIDATION,7700.0,9.85,0,0.13,N,16
30,43510,MORTGAGE,3.0,PERSONAL,2500.0,9.62,0,0.06,N,8
50,82616,RENT,7.0,HOMEIMPROVEMENT,20300.0,,1,0.25,N,29
33,58780,RENT,1.0,HOMEIMPROVEMENT,7200.0,6.1,0,0.12,N,13
36,77248,RENT,8.0,DEBTCONSOLIDATION,13600.0,17.96,0,0.18,N,17
42,35474,RENT,5.0,DEBTCONSOLIDATION,8000.0,13.0,1,0.23,N,22
33,24821,RENT,17.0,EDUCATION,3100.0,,0,0.12,N,11
32,63015,OWN,0.0,EDUCATION,9500.0,9.85,0,0.15,N,12
29,69661,MORTGAGE,0.0,VENTURE,18600.0,11.84,0,0.27,N,7
44,50899,OWN,9.0,MEDICAL,3800.0,7.74,0,0.07,N,23
36,65467,RENT,2.0,VENTURE,4400.0,14.3,0,0.07,N,17
66,32016,MORTGAGE,2.0,EDUCATION,5000.0,10.13,0,0.16,N,30
34,78405,RENT,12.0,DEBTCONSOLIDATION,7800.0,11.26,0,0.1,N,12
34,88068,MORTGAGE,2.0,HOMEIMPROVEMENT,13700.0,8.87,0,0.16,N,14
36,81662,RENT,1.0,VENTURE,8000.0,8.46,0,0.1,N,18
41,52155,MORTGAGE,0.0,VENTURE,8900.0,12.1,0,0.17,N,23
37,88721,MORTGAGE,2.0,VENTURE,14100.0,10.5,0,0.16,N,15
44,27683,RENT,5.0,PERSONAL,2400.0,11.74,1,0.09,Y,26
34,65299,RENT,1.0,VENTURE,5600.0,8.9,1,0.09,N,14
32,70138,MORTGAGE,6.0,VENTURE,13000.0,9.11,0,0.19,N,14
31,62983,OWN,3.0,PERSONAL,10400.0,12.86,0,0.17,N,12
29,30632,RENT,9.0,HOMEIMPROVEMENT,5400.0,13.78,1,0.18,Y,7
37,54977,RENT,0.0,PERSONAL,17600.0,11.31,1,0.32,N,17
38,43129,RENT,,VENTURE,6500.0,10.91,0,0.15,N,16
36,18422,RENT,13.0,VENTURE,3500.0,14.34,0,0.19,N,15
48,27205,RENT,,EDUCATION,3300.0,10.02,0,0.12,N,28
48,87608,MORTGAGE,2.0,VENTURE,21800.0,14.26,0,0.25,N,30
38,40177,RENT,1.0,HOMEIMPROVEMENT,3200.0,9.92,1,0.08,N,16
31,83122,MORTGAGE,0.0,EDUCATION,13400.0,8.9,1,0.16,N,11
36,86840,OWN,5.0,EDUCATION,12500.0,12.33,0,0.14,N,15
36,64416,MORTGAGE,0.0,HOMEIMPROVEMENT,6500.0,14.28,0,0.1,Y,16
36,36054,MORTGAGE,9.0,PERSONAL,4000.0,11.13,0,0.11,N,16
36,78599,RENT,,PERSONAL,14700.0,12.84,1,0.19,Y,15
36,54545,RENT,0.0,MEDICAL,7900.0,11.82,0,0.14,N,17
37,50128,MORTGAGE,2.0,VENTURE,7400.0,13.23,1,0.15,Y,18
36,31076,RENT,13.0,HOMEIMPROVEMENT,3800.0,11.25,0,0.12,N,17
41,38163,RENT,3.0,DEBTCONSOLIDATION,12200.0,11.25,0,0.32,N,23
42,31303,RENT,3.0,DEBTCONSOLIDATION,3500.0,9.34,0,0.11,N,20
35,79187,RENT,6.0,DEBTCONSOLIDATION,10500.0,13.03,0,0.13,N,17
49,105576,MORTGAGE,1.0,EDUCATION,11300.0,,0,0.11,N,30
34,77796,RENT,18.0,MEDICAL,12800.0,11.78,0,0.16,N,13
31,54147,MORTGAGE,7.0,HOMEIMPROVEMENT,10000.0,10.46,0,0.18,N,13
42,42049,RENT,0.0,VENTURE,9000.0,10.24,0,0.21,N,20
35,62206,RENT,0.0,VENTURE,6200.0,6.97,1,0.1,N,15
42,39794,RENT,13.0,HOMEIMPROVEMENT,4400.0,12.0,0,0.11,N,21
28,48258,RENT,5.0,HOMEIMPROVEMENT,3400.0,10.29,0,0.07,N,9
50,32509,RENT,0.0,HOMEIMPROVEMENT,2200.0,13.42,1,0.07,N,30
44,67868,RENT,0.0,MEDICAL,14700.0,11.33,1,0.22,Y,23
32,69595,RENT,0.0,MEDICAL,16400.0,13.48,1,0.24,N,14
32,77221,MORTGAGE,16.0,MEDICAL,13200.0,7.9,0,0.17,N,10
52,64789,RENT,3.0,PERSONAL,11600.0,13.48,0,0.18,N,30
35,62566,RENT,3.0,MEDICAL,7700.0,9.54,0,0.12,N,15
35,29088,OWN,15.0,EDUCATION,4100.0,10.31,1,0.14,Y,15
29,28486,RENT,3.0,HOMEIMPROVEMENT,2900.0,11.57,0,0.1,N,10
37,57845,OWN,3.0,EDUCATION,10800.0,5.56,0,0.19,N,17
38,85004,MORTGAGE,20.0,DEBTCONSOLIDATION,13700.0,15.6,0,0.16,Y,19
44,42890,RENT,0.0,DEBTCONSOLIDATION,6300.0,17.73,1,0.15,Y,22
32,49158,RENT,16.0,DEBTCONSOLIDATION,6500.0,12.6,0,0.13,N,10
32,49414,MORTGAGE,0.0,HOMEIMPROVEMENT,8900.0,10.36,1,0.18,Y,12
42,19504,RENT,3.0,EDUCATION,3800.0,17.91,1,0.19,Y,21
47,55283,RENT,2.0,VENTURE,4900.0,12.45,0,0.09,N,29
32,37238,MORTGAGE,15.0,DEBTCONSOLIDATION,6800.0,11.02,0,0.18,N,12
47,66539,MORTGAGE,3.0,EDUCATION,7200.0,5.0,0,0.11,N,27
40,48259,OWN,0.0,MEDICAL,7800.0,9.64,0,0.16,N,22
47,44818,OWN,1.0,VENTURE,7300.0,12.92,0,0.16,N,25
39,45309,MORTGAGE,2.0,VENTURE,6500.0,6.28,1,0.14,N,19
28,41626,RENT,5.0,DEBTCONSOLIDATION,5700.0,10.88,1,0.14,Y,9
39,24816,RENT,4.0,VENTURE,6500.0,10.62,0,0.26,N,21
47,78958,RENT,9.0,MEDICAL,17500.0,9.24,0,0.22,N,29
35,35705,RENT,8.0,VENTURE,6000.0,13.99,0,0.17,N,14
37,38798,RENT,4.0,VENTURE,10000.0,13.5,1,0.26,N,15
38,50998,RENT,4.0,PERSONAL,3600.0,13.38,0,0.07,Y,16
27,28063,RENT,1.0,DEBTCONSOLIDATION,2700.0,14.91,0,0.1,N,7
52,38195,OWN,15.0,VENTURE,3700.0,9.34,0,0.1,N,30
35,127803,OWN,0.0,VENTURE,17700.0,9.86,1,0.14,Y,16
43,58010,MORTGAGE,2.0,PERSONAL,6700.0,,0,0.12,N,21
39,31924,RENT,5.0,DEBTCONSOLIDATION,2100.0,12.75,0,0.07,N,20
49,17315,MORTGAGE,14.0,PERSONAL,4500.0,6.85,0,0.26,N,28
42,80878,MORTGAGE,3.0,EDUCATION,21300.0,12.9,0,0.26,N,21
38,29554,RENT,11.0,DEBTCONSOLIDATION,6600.0,15.43,1,0.22,N,19
35,37368,OWN,0.0,PERSONAL,6700.0,12.08,0,0.18,N,16
45,39810,RENT,3.0,EDUCATION,6300.0,11.8,0,0.16,N,25
30,31053,OWN,1.0,MEDICAL,4400.0,6.39,0,0.14,N,12
44,47187,RENT,7.0,EDUCATION,5600.0,14.83,0,0.12,N,26
34,37209,OWN,2.0,DEBTCONSOLIDATION,3200.0,7.62,0,0.09,N,13
49,66541,RENT,3.0,EDUCATION,6900.0,13.19,1,0.1,N,27
41,52590,RENT,0.0,HOMEIMPROVEMENT,10600.0,14.77,1,0.2,Y,19
44,100314,MORTGAGE,2.0,MEDICAL,13000.0,6.91,1,0.13,N,24
40,101334,MORTGAGE,0.0,EDUCATION,13800.0,,0,0.14,N,18
31,30412,RENT,1.0,VENTURE,2100.0,10.01,0,0.07,N,10
35,41627,MORTGAGE,0.0,EDUCATION,6100.0,5.0,0,0.15,N,14
44,143940,MORTGAGE,2.0,HOMEIMPROVEMENT,29600.0,13.98,0,0.21,N,26
41,27468,OWN,1.0,VENTURE,4400.0,14.1,0,0.16,N,21
48,73044,RENT,1.0,VENTURE,13100.0,12.33,0,0.18,N,27
42,64473,RENT,0.0,HOMEIMPROVEMENT,11300.0,10.09,0,0.18,N,24
34,32065,MORTGAGE,2.0,VENTURE,7100.0,,0,0.22,N,14
35,32848,RENT,3.0,PERSONAL,6000.0,11.4,0,0.18,N,15
40,123312,RENT,9.0,HOMEIMPROVEMENT,9000.0,8.7,0,0.07,N,21
29,122085,MORTGAGE,3.0,HOMEIMPROVEMENT,22800.0,12.72,0,0.19,N,7
